ID,Title,Skills,Sector,Location,Capacity,Duration,Course,Company
1151,Business Analyst,Community Outreach;MS Office;Recruitment;Ethereum,Research,Chennai,3,5 months,Supply Chain Management,Microsoft
791,Data Analyst,Writing;Linux,Finance,Delhi,16,5 months,Digital Marketing,Tata Motors
117,Machine Learning Intern,Blockchain;NLP;Java;Android,Finance,Delhi,10,5 months,Blockchain Development,Goldman Sachs
741,Network Engineer Intern,Surveying;JavaScript;Sales,Logistics,Ahmedabad,11,4 months,Civil Engineering,Flipkart
1691,Graphic Designer,Planning;Surveying;Ethereum;Circuit Design;Editing,Operations,Pune,18,4 months,Data Engineering,Reliance
1082,Mobile App Developer,Surveying;Editing,Management,Mumbai,5,4 months,Data Engineering,Goldman Sachs
831,Operations Intern,UI/UX;Adobe XD;TensorFlow,IT,Gurgaon,3,3 months,Mobile Development,Goldman Sachs
120,Research Intern,JavaScript;Planning,Social Work,Ahmedabad,6,3 months,Digital Marketing Hub,Dell
657,Operations Intern,Solidity;Operations;Figma;Logistics;Finance,Design,Delhi,17,4 months,Social Work Program,Infosys
1908,Digital Marketing Intern,Research;Blogging;Finance,Business,Indore,6,6 months,Data Engineering,Reliance
636,Mobile App Developer Intern,Firebase;Sales,IT,Gurgaon,16,2 months,Journalism Basics,Goldman Sachs
370,Mechanical Engineering Trainee,Blogging;UI/UX,Design,Gurgaon,4,4 months,Full Stack Web,Adobe
269,Research Intern,Matlab;Ethereum;Photoshop;Logistics,Research,Chennai,14,3 months,Civil Engineering,Facebook
656,AI Research,Illustrator;SolidWorks;Photoshop,Electrical,Chennai,9,2 months,UI/UX Design,Dell
936,Network Engineer Intern,Communication;UI/UX;R;TensorFlow;Java,Research,Bangalore,19,6 months,Human Resources,Paytm
823,Content Writer,Keras;NLP;Kotlin,Research,Ahmedabad,19,4 months,UI/UX Design,Reliance
867,Graphic Designer,Social Media;Matlab;Recruitment;Security;Research,Mechanical,Pune,12,4 months,Full Stack Web,Tata Motors
47,Journalism Intern,R;NLP;Security,Data,Mumbai,8,4 months,Finance & Accounting,Accenture
1374,AI Research,Python;MS Office;UI/UX;Tally,Marketing,Gurgaon,8,4 months,Operations Management,L&T
1709,Operations Intern,AutoCAD;Python;R;Content,Social Work,Pune,13,4 months,Data Engineering,Microsoft
992,Data Engineer Junior,Excel;Matlab;Research;Blogging;Inventory,Media,Bangalore,17,5 months,Machine Learning,TCS
877,Marketing Intern,Adobe XD;Swift;Planning;CAD,Social Work,Lucknow,8,4 months,Cybersecurity Fundamentals,Dell
774,Financial Analyst,Matlab;SolidWorks;Surveying;SEO;Excel,Mechanical,Lucknow,4,6 months,Mobile Development,LinkedIn
1220,Journalism Intern,Data Analysis;Grammar;CAD;Accounting;Inventory,Logistics,Indore,9,6 months,Mobile Development,Goldman Sachs
2000,Research Intern,UI/UX;Adobe XD;Swift,Research,Delhi,8,2 months,Finance & Accounting,Facebook
5,Network Engineer,Swift;Google Analytics,Business,Indore,15,3 months,AI & ML Internship,Reliance
1004,Network Engineer Associate,Community Outreach;Kotlin;Research,Management,Hyderabad,19,2 months,Cybersecurity Fundamentals,Tata Motors
1724,Operations Intern,Blockchain;Troubleshooting,Blockchain,Lucknow,8,4 months,Social Work Program,IBM
264,Social Work Intern,Research;Accounting;NLP;ML,Business,Kolkata,14,6 months,Human Resources,Siemens
1570,UI Designer Junior,Excel;Troubleshooting;Power Systems,Design,Chennai,5,3 months,Digital Marketing Hub,Capgemini
1831,Business Analyst,SEM;CAD;NLP,Mechanical,Gurgaon,4,5 months,Social Work Program,Dell
444,Content Writer Intern,UI/UX;SEM,Social Work,Delhi,11,5 months,Operations Management,Infosys
1003,Web Developer Trainee,SEO;AutoCAD;NLP;Matlab;Networking,Marketing,Delhi,19,2 months,UI/UX Design,Facebook
1078,Supply Chain Intern,Android;Data Analysis;Linux;Adobe XD;Content,Business,Bangalore,17,4 months,Analytics Bootcamp,Flipkart
838,Mobile App Developer,SQL;Accounting;Matlab;CCNA,Civil,Kolkata,18,3 months,AI & ML Internship,Paytm
1791,Content Writer,Planning;SEO;SolidWorks,Social Work,Mumbai,17,5 months,Civil Engineering,Flipkart
305,Social Work Intern,SEM;Inventory;Swift;Networking;Google Analytics,Social Work,Hyderabad,14,5 months,UI/UX Design,Accenture
1366,Content Writer,Research;Logistics;HTML;Recruitment,Finance,Bangalore,12,5 months,Human Resources,Dell
1558,Network Engineer Associate,React;Solidity;Editing;Python,Blockchain,Pune,10,3 months,Full Stack Web,Flipkart
314,Supply Chain Intern,Blockchain;Networking;MS Office;SQL;AutoCAD,Design,Indore,12,4 months,Mechanical Internship,Goldman Sachs
150,Supply Chain Intern,HTML;Blogging;R;Swift,AI,Indore,5,5 months,Operations Management,LinkedIn
1149,Graphic Designer Intern,Social Media;R,Blockchain,Ahmedabad,20,3 months,Electrical Systems,Flipkart
1214,Operations Intern,Linux;Illustrator,Social Work,Indore,14,4 months,Mechanical Internship,KPMG
575,Social Work Intern,CSS;Tally,Business,Bangalore,9,5 months,Mobile Development,Oracle
51,Business Analyst Intern,Linux;TensorFlow;Networking,Design,Indore,19,2 months,UI/UX Design,Capgemini
1553,Operations Intern,Firebase;CAD,Operations,Indore,20,3 months,Networking Basics,Tata Motors
727,Blockchain Developer,JavaScript;Java;Sales,Logistics,Bangalore,5,4 months,Digital Marketing Hub,L&T
834,Content Writer Junior,Troubleshooting;JavaScript;MS Office;Surveying,Mechanical,Indore,16,2 months,Social Work Program,Dell
1378,Blockchain Developer,Keras;Google Analytics;AutoCAD;Editing,Blockchain,Bangalore,14,5 months,Data Science Bootcamp,KPMG
1116,Civil Engineer Intern,Social Media;Sales;Writing;Finance;Grammar,Finance,Gurgaon,3,5 months,UI/UX Design,Reliance
1167,Data Engineer,Ethereum;Keras,Logistics,Hyderabad,18,2 months,Social Work Program,KPMG
471,Cybersecurity Intern,Photoshop;Blockchain,Design,Lucknow,9,3 months,Analytics Bootcamp,KPMG
972,Mechanical Engineering Trainee,Social Media;MS Office;Power Systems,IT,Indore,18,3 months,Data Science Bootcamp,Times of India
654,HR Intern,CAD;Accounting;Reporting;Recruitment,Mechanical,Chennai,19,4 months,Research Methodologies,Flipkart
400,Network Engineer Junior,CSS;Networking;Figma;Recruitment;React,Blockchain,Ahmedabad,5,6 months,Mobile Development,Wipro
512,UI Designer,Swift;Figma,Logistics,Chennai,5,2 months,Social Work Program,Times of India
321,AI Research,ETL;Finance;Photoshop;TensorFlow;Sales,Business,Delhi,7,3 months,Electrical Systems,Wipro
20,HR Intern,Tally;Blogging;Surveying;Java;Illustrator,Blockchain,Indore,17,3 months,Supply Chain Management,Flipkart
685,Business Analyst,SolidWorks;Keras;Android;Circuit Design;Power Systems,Civil,Gurgaon,18,3 months,Data Science Bootcamp,TCS
36,Digital Marketing Intern,Reporting;Security;ETL;SEM;TensorFlow,IT,Bangalore,19,5 months,Social Work Program,Tata Motors
903,Data Analyst Junior,Matlab;Planning;Finance;Grammar,Social Work,Lucknow,7,4 months,Mobile Development,Flipkart
1779,Cybersecurity Intern,HTML;CSS,Electrical,Bangalore,15,3 months,Machine Learning,Tata Motors
828,Electrical Engineering Intern,SEM;CSS,Electrical,Pune,18,5 months,Human Resources,L&T
1854,Marketing Intern,Excel;Accounting;ML;Figma;Sales,IT,Mumbai,11,4 months,Research Methodologies,Oracle
408,Graphic Designer,JavaScript;Surveying,Logistics,Mumbai,6,2 months,Human Resources,Paytm
921,Digital Marketing Intern,Inventory;Kotlin;Illustrator;Python;Surveying,Logistics,Gurgaon,15,4 months,Data Science Bootcamp,Facebook
538,Machine Learning Intern,Adobe XD;Accounting;CSS;Google Analytics,IT,Chennai,5,4 months,Operations Management,Dell
759,Supply Chain Intern,SEO;Accounting;TensorFlow;ETL,Business,Ahmedabad,3,6 months,Finance & Accounting,Microsoft
1905,Blockchain Developer,SolidWorks;AutoCAD,Design,Ahmedabad,15,4 months,Full Stack Web,Goldman Sachs
1063,Business Analyst Intern,Google Analytics;Excel;Writing;Illustrator;CSS,Business,Delhi,6,6 months,Electrical Systems,TCS
1200,Financial Analyst Junior,Linux;Keras,Research,Ahmedabad,3,5 months,Journalism Basics,Accenture
246,Network Engineer,CAD;Blogging;Photoshop;UI/UX,Civil,Lucknow,9,3 months,Supply Chain Management,Capgemini
1417,Supply Chain Intern,CSS;Linux;Tally;Solidity;Blockchain,Blockchain,Lucknow,15,3 months,Electrical Systems,Oracle
1128,Financial Analyst,SolidWorks;Power Systems;Writing;CAD,Business,Chennai,5,2 months,Supply Chain Management,Capgemini
785,Financial Analyst Junior,NLP;Surveying;Grammar;JavaScript,Operations,Kolkata,15,4 months,Supply Chain Management,HCL
1743,Financial Analyst,Blogging;React,AI,Mumbai,15,4 months,Analytics Bootcamp,Flipkart
490,Cybersecurity Intern,Blogging;Blockchain;Planning,Blockchain,Gurgaon,6,2 months,Social Work Program,Flipkart
155,Supply Chain Intern,Kotlin;Networking;SEO,Marketing,Hyderabad,9,3 months,Design Thinking,Wipro
962,Graphic Designer,Logistics;Python,Logistics,Lucknow,15,3 months,Mobile Development,KPMG
854,Business Analyst,Surveying;CCNA;JavaScript,Operations,Bangalore,7,2 months,Cybersecurity Fundamentals,Flipkart
1312,Civil Engineer Intern,Surveying;Keras;CCNA;Circuit Design,Media,Indore,10,6 months,Civil Engineering,Google
626,Network Engineer,R;Circuit Design,Marketing,Pune,8,2 months,Supply Chain Management,Dell
686,Marketing Intern,Power Systems;Adobe XD;Social Media;Logistics;Matlab,Blockchain,Pune,7,2 months,Machine Learning,Capgemini
1562,Data Engineer,TensorFlow;Troubleshooting;Communication,AI,Kolkata,10,3 months,Electrical Systems,Flipkart
570,Data Engineer Intern,ETL;Firebase;React;Content,Mechanical,Chennai,12,5 months,UI/UX Design,Tata Motors
1909,HR Intern,Communication;Sales,Design,Indore,18,3 months,Human Resources,IBM
18,Social Work Intern,Matlab;Keras;SolidWorks,Data,Kolkata,18,2 months,AI & ML Internship,L&T
128,Cybersecurity Intern,Blockchain;Sales;Blogging;Surveying,Mechanical,Kolkata,15,4 months,Cybersecurity Fundamentals,L&T
1347,Web Developer,Swift;Recruitment,Management,Kolkata,13,5 months,Supply Chain Management,Infosys
1280,Financial Analyst,JavaScript;Excel;Security;Writing;SEO,Research,Kolkata,8,3 months,UI/UX Design,Dell
1969,Social Work Intern,Sales;CSS;AutoCAD,Design,Mumbai,11,5 months,AI & ML Internship,L&T
928,Operations Intern,TensorFlow;Reporting;SQL;SEO,Media,Indore,12,2 months,Data Engineering,L&T
981,Mechanical Engineering Trainee,Data Analysis;R;Editing,Research,Indore,11,3 months,Journalism Basics,Infosys
1965,AI Research Intern,Troubleshooting;Data Analysis;Writing,Research,Pune,8,6 months,Content Writing,Reliance
191,Research Intern,JavaScript;R;CSS,Design,Kolkata,14,2 months,Analytics Bootcamp,IBM
1140,Blockchain Developer Intern,Java;Recruitment;Adobe XD;Power Systems,Civil,Lucknow,8,3 months,Supply Chain Management,IBM
993,Web Developer Junior,Troubleshooting;Firebase,IT,Kolkata,9,3 months,Networking Basics,Wipro
1956,Graphic Designer,Blogging;Troubleshooting;Inventory;UI/UX,Mechanical,Kolkata,19,2 months,Electrical Systems,Google
1657,UI Designer,Editing;ML,Data,Hyderabad,9,2 months,Digital Marketing Hub,UNICEF
607,HR Intern,TensorFlow;Finance;ML;React,Blockchain,Lucknow,7,4 months,Blockchain Development,Goldman Sachs
181,Data Analyst Trainee,Sales;Blogging;Research,Blockchain,Mumbai,4,5 months,Electrical Systems,HCL
302,Research Intern,HTML;Android;Tally,AI,Mumbai,18,2 months,Data Science Bootcamp,Reliance
497,Financial Analyst,Illustrator;CCNA;Blockchain;R,IT,Ahmedabad,3,6 months,Supply Chain Management,Goldman Sachs
1721,Operations Intern,Solidity;Swift;NLP,Marketing,Ahmedabad,6,2 months,Digital Marketing,Times of India
1710,Network Engineer,Circuit Design;CCNA,AI,Delhi,13,6 months,Research Methodologies,Google
1888,Blockchain Developer,Google Analytics;Keras;Content;Operations;AutoCAD,Research,Ahmedabad,5,3 months,UI/UX Design,Amazon
1992,Research Intern,Accounting;Python;Firebase;Editing;Swift,Data,Ahmedabad,12,4 months,Mobile Development,Dell
518,Data Analyst,Tally;Community Outreach,Design,Lucknow,15,5 months,Content Writing,Amazon
1985,Business Analyst Intern,Adobe XD;SEO,Management,Kolkata,5,5 months,Data Engineering,Google
1070,Data Engineer,Java;JavaScript;Community Outreach;AutoCAD,Social Work,Delhi,7,6 months,Social Work Program,Facebook
477,Supply Chain Intern,Linux;Data Analysis;React,Social Work,Gurgaon,10,2 months,Supply Chain Management,Infosys
158,Content Writer,SolidWorks;Java,Data,Delhi,16,5 months,Journalism Basics,TCS
1244,Social Work Intern,CCNA;Circuit Design,Business,Pune,17,6 months,UI/UX Design,LinkedIn
1196,Cybersecurity Intern,ML;Keras;CSS;Communication,Media,Gurgaon,8,2 months,Design Thinking,Oracle
17,Blockchain Developer Junior,Data Analysis;Blogging;Recruitment,Media,Bangalore,7,2 months,Mobile Development,Flipkart
1536,Research Intern,Security;Keras;Android;Swift,Logistics,Hyderabad,20,5 months,Machine Learning,TCS
1073,Machine Learning Intern,TensorFlow;Illustrator;Kotlin;Figma,Blockchain,Ahmedabad,7,4 months,Data Engineering,Tata Motors
1972,Financial Analyst Associate,Blockchain;Figma;Python;Data Analysis;SQL,Business,Chennai,10,6 months,Machine Learning,L&T
547,Mechanical Engineering Trainee,NLP;Firebase;ETL,Media,Indore,5,3 months,Networking Basics,IBM
1540,AI Research Junior,Research;Tally,Social Work,Mumbai,3,6 months,Analytics Bootcamp,Tata Motors
659,Network Engineer Trainee,Communication;Reporting,Marketing,Mumbai,19,3 months,Blockchain Development,Wipro
1626,Mechanical Engineering Trainee,CSS;React;SEO,Logistics,Pune,3,2 months,Mechanical Internship,Facebook
1020,Operations Intern,SQL;UI/UX;ML;JavaScript,Mechanical,Lucknow,13,4 months,Digital Marketing Hub,Facebook
1663,Supply Chain Intern,Figma;Ethereum;Power Systems;Swift;Sales,Research,Gurgaon,6,6 months,Design Thinking,Amazon
1505,Journalism Intern,Surveying;Content;Tally;Inventory;AutoCAD,Blockchain,Pune,12,6 months,Supply Chain Management,Siemens
960,AI Research,SQL;Linux;Solidity,Research,Pune,3,2 months,Design Thinking,Infosys
1882,HR Intern,CCNA;Android;Grammar,Civil,Kolkata,17,4 months,Digital Marketing,Reliance
284,Data Analyst,Sales;UI/UX,Electrical,Kolkata,8,6 months,UI/UX Design,Reliance
798,AI Research Trainee,Tally;Surveying;Social Media;Blogging,Media,Gurgaon,15,2 months,Civil Engineering,Wipro
1627,Operations Intern,ETL;Ethereum,Management,Gurgaon,18,5 months,UI/UX Design,L&T
226,Civil Engineer Intern,Operations;Writing,Logistics,Pune,12,6 months,Human Resources,Paytm
27,Business Analyst,NLP;Keras;Writing;SEM;Data Analysis,Finance,Hyderabad,18,6 months,Machine Learning,Capgemini
1771,Electrical Engineering Intern,Surveying;SolidWorks;Networking,Business,Bangalore,6,4 months,Operations Management,Amazon
438,Blockchain Developer,SEM;MS Office,Media,Lucknow,11,4 months,Journalism Basics,Siemens
1949,Journalism Intern,Content;CAD;MS Office;Reporting,Operations,Delhi,6,2 months,Machine Learning,Facebook
1389,Network Engineer Associate,Excel;Power Systems;Editing;Python,Media,Mumbai,7,4 months,Civil Engineering,Infosys
230,Civil Engineer Intern,Python;Troubleshooting,Business,Pune,6,6 months,UI/UX Design,LinkedIn
38,Electrical Engineering Intern,Sales;Power Systems,Operations,Hyderabad,13,5 months,Research Methodologies,TCS
750,Machine Learning Intern,Java;Firebase;Solidity,Mechanical,Gurgaon,8,4 months,Research Methodologies,Times of India
1046,AI Research,Linux;Writing,Logistics,Bangalore,14,4 months,Networking Basics,Microsoft
1399,Cybersecurity Intern,Photoshop;Linux;Adobe XD,Research,Chennai,5,3 months,Social Work Program,L&T
470,AI Research,MS Office;R;Security,Media,Gurgaon,15,5 months,Cybersecurity Fundamentals,Siemens
1693,Research Intern,SolidWorks;Data Analysis;Grammar;Communication;Java,AI,Bangalore,13,2 months,Electrical Systems,Reliance
1968,UI Designer,TensorFlow;Planning;Photoshop;Content;SEM,Finance,Lucknow,13,3 months,Mechanical Internship,LinkedIn
688,Supply Chain Intern,R;TensorFlow;Sales;Power Systems,Electrical,Hyderabad,20,4 months,Social Work Program,IBM
1844,UI Designer,SolidWorks;Java;Swift,Data,Delhi,6,2 months,Data Engineering,Accenture
640,Blockchain Developer Associate,AutoCAD;Android,Mechanical,Gurgaon,3,3 months,Machine Learning,LinkedIn
1713,Cybersecurity Intern,Figma;Matlab;Google Analytics;Reporting,Media,Chennai,17,3 months,Analytics Bootcamp,IBM
1219,Civil Engineer Intern,Blogging;Power Systems;Logistics;Community Outreach;Adobe XD,AI,Ahmedabad,13,3 months,Operations Management,Facebook
1159,Digital Marketing Intern,Editing;Writing;Linux,Logistics,Delhi,5,5 months,Content Writing,Times of India
1416,HR Intern,Tally;SQL,Mechanical,Lucknow,15,4 months,Content Writing,Reliance
1528,Graphic Designer,Recruitment;TensorFlow;Surveying;Editing,Marketing,Gurgaon,9,5 months,Cybersecurity Fundamentals,LinkedIn
1656,Business Analyst,Social Media;Android;Editing;Tally;React,Operations,Mumbai,5,6 months,Social Work Program,Google
1301,Journalism Intern,Networking;Inventory;Power Systems;Tally;Kotlin,Social Work,Mumbai,5,6 months,Operations Management,Microsoft
1823,Data Analyst,R;NLP;Accounting;React,Social Work,Indore,16,2 months,AI & ML Internship,Goldman Sachs
801,Operations Intern,Communication;SEO;Keras,Mechanical,Hyderabad,13,3 months,Full Stack Web,Capgemini
1604,Data Analyst Junior,Swift;Grammar;Reporting;Inventory;React,Management,Ahmedabad,14,4 months,Digital Marketing,TCS
161,Machine Learning Intern,SEM;Google Analytics;UI/UX;JavaScript;Planning,Electrical,Gurgaon,4,4 months,Research Methodologies,Google
957,Journalism Intern,Solidity;CAD;Recruitment,Data,Ahmedabad,18,6 months,Analytics Bootcamp,KPMG
1187,Cybersecurity Intern,Research;Inventory;Finance;CCNA;SolidWorks,Mechanical,Lucknow,15,2 months,Data Engineering,IBM
822,Content Writer Intern,Writing;Editing,IT,Hyderabad,15,3 months,Networking Basics,Paytm
1682,Cybersecurity Intern,Circuit Design;SolidWorks,AI,Bangalore,9,6 months,AI & ML Internship,LinkedIn
878,Marketing Intern,Adobe XD;Logistics;CCNA;Grammar;AutoCAD,Finance,Mumbai,6,4 months,Mobile Development,Siemens
914,Research Intern,JavaScript;CCNA;Tally;Kotlin,Logistics,Lucknow,11,4 months,Civil Engineering,KPMG
153,Social Work Intern,Sales;Linux,Data,Bangalore,11,2 months,Human Resources,Amazon
1871,Supply Chain Intern,Keras;Matlab;CAD,Operations,Bangalore,7,5 months,Machine Learning,TCS
1777,Web Developer,Matlab;React;Research;Grammar,Logistics,Kolkata,16,4 months,Operations Management,Wipro
510,Electrical Engineering Intern,Social Media;AutoCAD,Finance,Mumbai,4,6 months,Finance & Accounting,HCL
1136,Electrical Engineering Intern,Python;Kotlin;Blockchain,Blockchain,Kolkata,9,4 months,Networking Basics,Tata Motors
1251,Mechanical Engineering Trainee,Security;Firebase;TensorFlow,Logistics,Gurgaon,5,2 months,AI & ML Internship,KPMG
1684,Mobile App Developer Intern,Excel;Surveying;ETL;SolidWorks,Marketing,Hyderabad,14,4 months,Digital Marketing Hub,Dell
104,Content Writer,SolidWorks;Blockchain;Research,Electrical,Chennai,20,3 months,Mobile Development,HCL
1446,Electrical Engineering Intern,CSS;HTML;Security;CCNA,Logistics,Bangalore,12,3 months,Human Resources,IBM
1444,Research Intern,R;NLP;Operations;Sales,AI,Mumbai,6,4 months,Data Engineering,L&T
587,Social Work Intern,Writing;Sales;HTML,Logistics,Pune,16,5 months,Full Stack Web,Google
1769,Social Work Intern,Community Outreach;Networking;Grammar;Editing;SQL,Finance,Indore,20,6 months,Data Science Bootcamp,UNICEF
1144,Supply Chain Intern,ETL;Android,Marketing,Gurgaon,3,5 months,Networking Basics,LinkedIn
54,Mechanical Engineering Trainee,Adobe XD;AutoCAD,Operations,Pune,13,2 months,Analytics Bootcamp,LinkedIn
152,Cybersecurity Intern,Communication;Sales,Design,Indore,12,6 months,Analytics Bootcamp,Dell
404,Data Analyst Intern,Sales;Research;CCNA;CAD,Social Work,Pune,7,6 months,Digital Marketing Hub,HCL
1943,Journalism Intern,Logistics;CSS;AutoCAD,IT,Ahmedabad,4,5 months,Supply Chain Management,Siemens
208,Data Analyst,Python;Linux,Business,Delhi,10,3 months,Research Methodologies,Dell
1895,Operations Intern,JavaScript;Social Media;ETL;Excel,Finance,Lucknow,11,4 months,Digital Marketing,Tata Motors
1123,AI Research Junior,Content;JavaScript,Business,Bangalore,15,5 months,Cybersecurity Fundamentals,Adobe
1891,HR Intern,Kotlin;Operations;TensorFlow;Communication,IT,Lucknow,10,4 months,Digital Marketing Hub,Infosys
9,Marketing Intern,Accounting;Circuit Design;JavaScript;React;Operations,Research,Gurgaon,11,3 months,Digital Marketing Hub,KPMG
1015,Supply Chain Intern,Surveying;SQL,Research,Kolkata,8,5 months,Machine Learning,Microsoft
1907,Cybersecurity Intern,SQL;Content;Matlab;Communication;Planning,Management,Gurgaon,18,4 months,Social Work Program,Google
1061,Research Intern,Blockchain;Java;Adobe XD,Marketing,Bangalore,15,3 months,Operations Management,Oracle
453,Mobile App Developer,MS Office;Recruitment;Inventory,Mechanical,Lucknow,20,6 months,Electrical Systems,Amazon
254,AI Research Associate,Recruitment;CSS;CCNA,Research,Lucknow,13,6 months,Analytics Bootcamp,L&T
1328,Marketing Intern,Finance;NLP,Marketing,Chennai,12,5 months,UI/UX Design,Oracle
897,Supply Chain Intern,CSS;Security;Blockchain;Ethereum;SolidWorks,Finance,Mumbai,18,2 months,Data Science Bootcamp,Facebook
1734,Supply Chain Intern,Writing;MS Office;Android;HTML;Swift,Media,Lucknow,16,2 months,Content Writing,Reliance
881,Mechanical Engineering Trainee,Writing;Blockchain;Planning;Ethereum,Operations,Gurgaon,16,3 months,Content Writing,L&T
1596,Social Work Intern,Reporting;SEM;Operations,Electrical,Indore,15,2 months,Cybersecurity Fundamentals,Reliance
1889,Marketing Intern,Solidity;AutoCAD,Media,Pune,4,6 months,AI & ML Internship,HCL
624,Operations Intern,Android;Matlab;Kotlin,Business,Bangalore,7,2 months,Full Stack Web,HCL
346,Cybersecurity Intern,Networking;NLP;Android;Power Systems;Community Outreach,Civil,Pune,11,3 months,Social Work Program,Amazon
1703,Operations Intern,Data Analysis;Recruitment,Marketing,Indore,6,3 months,UI/UX Design,Reliance
263,Civil Engineer Intern,Android;Kotlin;UI/UX,Logistics,Gurgaon,16,4 months,UI/UX Design,Amazon
1635,Blockchain Developer,ETL;Community Outreach;Networking;JavaScript,Business,Lucknow,14,3 months,Journalism Basics,Oracle
1322,Network Engineer,TensorFlow;Finance;Research,Data,Chennai,16,5 months,Social Work Program,Siemens
1439,Content Writer,AutoCAD;Networking;Google Analytics;ML,IT,Ahmedabad,13,3 months,Operations Management,Reliance
151,Operations Intern,ML;NLP;Reporting,Social Work,Lucknow,5,4 months,Analytics Bootcamp,Google
473,Research Intern,Matlab;Excel;CSS;Adobe XD,Civil,Pune,19,4 months,Data Engineering,TCS
641,Content Writer,Solidity;Circuit Design;Tally,IT,Delhi,11,3 months,Research Methodologies,Dell
1983,Civil Engineer Intern,HTML;Google Analytics;Blogging;Blockchain;Editing,Management,Ahmedabad,20,6 months,Data Engineering,TCS
1883,Research Intern,Keras;Google Analytics;Linux;Networking,Data,Kolkata,13,4 months,Machine Learning,Wipro
551,Supply Chain Intern,Surveying;Data Analysis,Logistics,Ahmedabad,6,2 months,Social Work Program,Microsoft
1780,Blockchain Developer,Communication;Blockchain;Planning;Operations,IT,Hyderabad,8,3 months,Design Thinking,Dell
929,Data Engineer Intern,Photoshop;Linux;Data Analysis,Data,Gurgaon,4,5 months,UI/UX Design,Tata Motors
489,Machine Learning Intern,CSS;TensorFlow;React;Communication,Finance,Lucknow,19,3 months,Electrical Systems,Flipkart
1812,Data Analyst,UI/UX;SEM,Civil,Chennai,8,3 months,Finance & Accounting,UNICEF
1172,Network Engineer,Swift;Operations;Matlab;Google Analytics,Logistics,Gurgaon,18,4 months,Research Methodologies,Reliance
147,Cybersecurity Intern,Logistics;AutoCAD;Planning;Figma;ETL,Management,Delhi,10,3 months,Digital Marketing Hub,Siemens
1705,AI Research Intern,Solidity;Research;Matlab;React;AutoCAD,Business,Kolkata,6,3 months,Digital Marketing Hub,Siemens
1929,Journalism Intern,ETL;Sales,Media,Bangalore,17,6 months,Digital Marketing Hub,Facebook
403,Mobile App Developer Trainee,Community Outreach;Kotlin;React;Finance;Circuit Design,IT,Pune,11,3 months,AI & ML Internship,Times of India
955,Web Developer Trainee,Kotlin;SEO,AI,Gurgaon,16,2 months,Mechanical Internship,IBM
1878,Research Intern,Tally;Recruitment;Community Outreach,Design,Chennai,19,2 months,Social Work Program,L&T
660,Digital Marketing Intern,NLP;Finance;ETL;Communication,Logistics,Mumbai,6,3 months,Civil Engineering,Microsoft
1373,Civil Engineer Intern,Adobe XD;Recruitment;Matlab;Logistics;Keras,Design,Bangalore,7,3 months,Machine Learning,TCS
464,Data Engineer Junior,Reporting;HTML;Adobe XD;Blockchain,Business,Mumbai,3,5 months,Design Thinking,Microsoft
1350,Data Analyst,Java;AutoCAD;Google Analytics,Marketing,Gurgaon,5,2 months,Operations Management,Infosys
187,Business Analyst Trainee,JavaScript;Content,Civil,Mumbai,19,4 months,Journalism Basics,TCS
1148,Content Writer Intern,Android;Blockchain,Blockchain,Ahmedabad,9,2 months,Journalism Basics,L&T
1225,Blockchain Developer Associate,Firebase;Editing;Excel;Communication;Circuit Design,Finance,Delhi,11,6 months,Design Thinking,UNICEF
609,HR Intern,Accounting;ETL;JavaScript;ML;Python,Social Work,Lucknow,8,3 months,Research Methodologies,Siemens
144,Business Analyst,Blogging;Solidity;Photoshop;Editing;Sales,Business,Bangalore,9,2 months,Mechanical Internship,Oracle
752,HR Intern,Illustrator;UI/UX;Accounting,Electrical,Bangalore,5,4 months,Data Science Bootcamp,Dell
1535,Data Analyst Intern,Python;R;SEM;Planning,Finance,Gurgaon,3,4 months,Civil Engineering,HCL
982,AI Research Trainee,Networking;Photoshop;Excel;TensorFlow,Electrical,Indore,3,3 months,Research Methodologies,Accenture
198,Electrical Engineering Intern,NLP;Security;Blogging;Photoshop;Planning,Electrical,Bangalore,16,5 months,Finance & Accounting,LinkedIn
1634,Civil Engineer Intern,HTML;Grammar,Civil,Mumbai,14,2 months,Design Thinking,Accenture
884,Mechanical Engineering Trainee,NLP;TensorFlow;Social Media;Illustrator;Troubleshooting,Media,Gurgaon,6,4 months,Research Methodologies,L&T
280,Electrical Engineering Intern,Power Systems;Ethereum;Operations;Sales,AI,Lucknow,15,2 months,UI/UX Design,UNICEF
294,Web Developer,Power Systems;Communication;Finance,IT,Pune,6,6 months,Operations Management,KPMG
1824,Machine Learning Intern,Troubleshooting;Circuit Design;Finance;Communication,Research,Pune,14,4 months,Human Resources,Accenture
401,Data Engineer Intern,AutoCAD;Security;Recruitment;CSS;Logistics,Media,Ahmedabad,5,5 months,Mobile Development,Capgemini
123,Blockchain Developer Associate,Logistics;Research;Solidity;Google Analytics;Python,Mechanical,Mumbai,8,2 months,Journalism Basics,Accenture
1208,Supply Chain Intern,Swift;Adobe XD,Marketing,Hyderabad,12,3 months,Digital Marketing,Tata Motors
203,Marketing Intern,MS Office;SEO;Figma;Blockchain;Tally,Electrical,Chennai,17,6 months,Full Stack Web,IBM
1463,Social Work Intern,Data Analysis;Inventory,Operations,Hyderabad,11,4 months,Design Thinking,Amazon
